文献号	是否转让	说明书页数	附图个数	文献引证数	专利引证数	引证本国专利数	引证外国专利数	专利类别	保护期	分类数	IPC大类数	IPC小类数	同族专利数	同族布局国家（地区）数	是否为PCT国际专利申请	是否为五国专利/四方专利	专利国别代码	申请日公开日时间间隔（年）	申请日授权日时间间隔	公开日授权日时间间隔	剩余有效期	是否有优先权	权项数	发明人数	申请人数	专利权人规模	申请人类型
CN201820236278.2	0	0.009836066	0.053763441	0	0	0	0	0.5	0	0.066666667	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.028688525	0.074074074	0	0	1
CN201820238667.9	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.016393443	0.074074074	0	0	1
CN201820246969.0	0	0.009836066	0.043010753	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.032786885	0.074074074	0	0	1
CN201820246966.7	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.133333333	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.012295082	0.074074074	0	0	1
CN201820238666.4	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.024590164	0.074074074	0	0	1
CN201820238656.0	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.016393443	0.074074074	0	0	1
CN201820246960.X	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.020491803	0.074074074	0	0	1
CN201820246967.1	0	0.009836066	0.043010753	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.024590164	0.074074074	0	0	1
CN201820238657.5	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.016393443	0.074074074	0	0	1
CN201720722888.9	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.296296296	0	0	0.8
CN201820289988.1	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.2	0	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.028688525	0	0	0	1
CN201820283363.4	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.024590164	0	0	0	1
CN201721883523.0	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.266666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.012295082	0.037037037	0	0	1
CN201721797759.2	0	0.008196721	0.043010753	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0	0	0	1
CN201721758724.8	0	0.013114754	0.075268817	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0	0	0	1
CN201721819627.5	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0	0	0	1
CN201820091631.2	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0.2	0	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.020491803	0	0	0	1
CN201820059868.2	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.024590164	0	0	0	1
CN201721522754.9	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.074074074	0	0	1
CN201820041388.3	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.020491803	0	0	0	1
CN201820449185.8	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.357142857	0	0.036885246	0	0	0	1
CN201721909947.X	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.037037037	0	0	1
CN201721842085.3	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	1
CN201820010047.X	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.020491803	0	0	0	1
CN201721868446.1	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.032786885	0.148148148	0	0	1
CN201721638035.3	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.148148148	0	0	1
CN201721552185.2	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.2	0.4	0.4	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	1
CN201721552561.8	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.2	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0	0	0	1
CN201721552223.4	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0	0	0	1
CN201721836044.3	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0	0	0	1
CN201820090898.X	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.028688525	0	0	0	1
CN201621486789.7	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.214285714	0	0.008196721	0	0	0	0.6
CN201721789651.9	0	0.009836066	0.043010753	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.185185185	0	0	1
CN201721552565.6	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.2	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0	0	0	1
CN201721018339.X	0	0.009836066	0.053763441	0	0	0	0	0.5	0	0.133333333	0.2	0.4	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.008196721	0.074074074	0	0	1
CN201820283362.X	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.024590164	0	0	0	1
CN201721223663.5	0	0.029508197	0.11827957	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.037037037	0	0	1
CN201721536125.1	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0.037037037	0	0	1
CN201820010048.4	0	0.008196721	0.043010753	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.020491803	0	0	0	1
CN201721883545.7	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0	0	0	1
CN201721883521.1	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0	0	0	1
CN201721879559.1	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0	0	0	1
CN201721217138.2	0	0.013114754	0.043010753	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.040983607	0	0	0	1
CN201721852905.7	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0.037037037	0	0	1
CN201721787762.6	0	0.013114754	0.043010753	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.148148148	0	0	1
CN201721853037.4	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0.037037037	0	0	1
CN201721617477.X	0	0.01147541	0.010752688	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.012295082	0.148148148	0	0	1
CN201721784484.9	0	0.019672131	0.075268817	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.036885246	0.111111111	0	0	1
CN201721849624.6	0	0.009836066	0.010752688	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.185185185	0	0	1
CN201721846664.5	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.148148148	0	0	1
CN201721594710.7	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	1
CN201721604390.9	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0.133333333	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	1
CN201721610191.9	0	0.013114754	0.043010753	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0	0	0	1
CN201721848385.2	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.148148148	0	0	1
CN201721594674.4	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	1
CN201721609446.X	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	1
CN201721596522.8	0	0.016393443	0.064516129	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	1
CN201820252587.9	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.016393443	0	0	0	1
CN201721704512.1	0	0.01147541	0.043010753	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0	0	0	1
CN201721881880.3	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0	0	0	1
CN201820010551.X	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.357142857	0	0.008196721	0.222222222	0	0	0.8
CN201721652934.9	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0.148148148	0	0	1
CN201721652855.8	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.266666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0.148148148	0	0	1
CN201721702107.6	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.012295082	0.111111111	0	0	1
CN201721689025.2	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	1
CN201721799483.1	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0.148148148	0	0	1
CN201721879432.X	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0.037037037	0	0	1
CN201721788959.1	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.185185185	0	0	1
CN201721552581.5	0	0.006557377	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0	0	0	1
CN201721692603.8	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	1
CN201721766549.7	0	0.008196721	0.043010753	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.148148148	0	0	1
CN201721766254.X	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.185185185	0	0	1
CN201721803225.6	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0.148148148	0	0	1
CN201721766490.1	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.032786885	0.148148148	0	0	1
CN201721789652.3	0	0.009836066	0.043010753	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.074074074	0	0	1
CN201721602307.4	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	1
CN201721545133.2	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.533333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0	0	0	1
CN201721637225.3	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.2	0.4	0.4	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0.148148148	0	0	1
CN201721789640.0	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.185185185	0	0	1
CN201721789639.8	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.148148148	0	0	1
CN201721789228.9	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.148148148	0	0	1
CN201721788958.7	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.032786885	0.185185185	0	0	1
CN201721789230.6	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.148148148	0	0	1
CN201721513537.3	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.037037037	0	0	1
CN201721709567.1	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.111111111	0	0	1
CN201721498034.3	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0.037037037	0	0	0.6
CN201721405303.7	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0	0	0	1
CN201721788960.4	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.148148148	0	0	1
CN201721816228.3	0	0.009836066	0.010752688	0	0	0	0	0.5	0	0.066666667	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.012295082	0.148148148	0	0	1
CN201721461755.7	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.333333333	0	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.074074074	0	0	0.8
CN201721638033.4	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.148148148	0	0	1
CN201721632108.8	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.266666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	0.8
CN201721718544.7	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0.037037037	0	0	0.6
CN201720673676.6	0	0.01147541	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0	0	0	1
CN201721690352.X	0	0.01147541	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	1
CN201721226791.5	0	0.021311475	0.096774194	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0	0	0	0.6
CN201721629133.0	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0.074074074	0	0	0.6
CN201721636679.9	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0.148148148	0	0	1
CN201721637232.3	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.066666667	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0.148148148	0	0	1
CN201721143738.9	0	0.01147541	0.043010753	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.074074074	0	0	1
CN201721637313.3	0	0.006557377	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.148148148	0	0	1
CN201721637224.9	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0.148148148	0	0	1
CN201721637231.9	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0.148148148	0	0	1
CN201721143740.6	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0.074074074	0	0	1
CN201721636676.5	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.4	0.4	0.8	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.148148148	0	0	1
CN201721426719.7	0	0.009836066	0.043010753	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0.037037037	0	0	0.6
CN201721592762.0	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.222222222	0	0	1
CN201721641739.6	0	0.009836066	0.043010753	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.148148148	0	0	1
CN201721548023.1	0	0.018032787	0.075268817	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.032786885	0	0	0	1
CN201721546466.7	0	0.013114754	0.032258065	0	0	0	0	0.5	0	0.066666667	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.032786885	0	0	0	1
CN201721546786.2	0	0.013114754	0.032258065	0	0	0	0	0.5	0	0.133333333	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.032786885	0	0	0	1
CN201721548106.0	0	0.016393443	0.064516129	0	0	0	0	0.5	0	0.333333333	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	1
CN201721547855.1	0	0.013114754	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.032786885	0	0	0	1
CN201721056333.1	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0	0	0	0.8
CN201721548001.5	0	0.013114754	0.043010753	0	0	0	0	0.5	0	0.2	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0	0	0	1
CN201721637916.3	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.148148148	0	0	1
CN201721637905.5	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.148148148	0	0	1
CN201721636680.1	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0.148148148	0	0	1
CN201721546598.X	0	0.01147541	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	1
CN201721636678.4	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.066666667	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.148148148	0	0	1
CN201721410243.8	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0	0	0	0.8
CN201721414843.1	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0	0	0	1
CN201721458500.5	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0.037037037	0.333333333	0.333333333	1
CN201721460091.2	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0.333333333	0.333333333	1
CN201721459497.9	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0	0.333333333	0.333333333	1
CN201721430539.6	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0.133333333	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	1	0.020491803	0.185185185	0	0	1
CN201820253353.6	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0.2	0	0	0	0	0	0	0	0	0.357142857	0	0.024590164	0	0	0	1
CN201721229496.5	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	0.6
CN201820246544.X	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0	0	0	0.357142857	0	0.040983607	0	0	0	1
CN201721467871.X	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0	0.333333333	0.333333333	1
CN201820246545.4	0	0.01147541	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.357142857	0	0.028688525	0	0	0	1
CN201820253386.0	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.357142857	0	0.028688525	0	0	0	1
CN201721552183.3	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.333333333	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0	0	0	1
CN201721552184.8	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0	0	0	1
CN201721552560.3	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.024590164	0	0	0	1
CN201721552196.0	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0	0	0	1
CN201720520520.4	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.133333333	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0.037037037	0	0	1
CN201721551808.4	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.266666667	0.2	0.2	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0	0	0	1
CN201721484735.1	0	0.013114754	0.053763441	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0	0	0	1
CN201720977646.4	0	0.009836066	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.028688525	0	0	0	0.6
CN201720568285.8	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.032786885	0	0	0	0.6
CN201721368283.0	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.266666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.020491803	0.148148148	0	0	1
CN201721155536.6	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.012295082	0.259259259	0	0	1
CN201721402104.0	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.012295082	0	0	0	0.8
CN201721347693.7	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.285714286	0	0.016393443	0.037037037	0	0	1
CN201820253076.9	0	0.008196721	0.043010753	0	0	0	0	0.5	0	0.333333333	0.2	0.2	0	0	0	0	0	0	0	0	0.357142857	0	0.024590164	0	0	0	1
